"x","y"
283.561902793124,1354.56133006699
850.218845491298,466.155803773552
1359.81208258774,253.3232717067
1368.50468769856,365.199932911433
477.479228077922,287.842151991092
1196.67562874313,883.253335319459
1740.29001647467,1387.48619312234
1504.7693568524,212.657335483935
1523.13464125432,127.293692322448
791.494746396784,378.455707156565
1490.3774483609,778.963810843416
1037.13748392416,352.036155262962
908.471152936574,1304.3825068865
462.578951776959,1396.00291291997
1332.58563863346,1063.04118331522
1632.59597530589,610.68044612417
1273.69082250306,740.856775421184
366.710966727231,871.697964909486
1452.47813185304,1115.39721696312
1272.79806348355,1355.81101158075
107.790349476505,195.136766062584
1506.14483888913,236.6501322845
1505.54005762283,1136.19869394321
591.382090039551,1384.32660295023
995.058587886393,1236.11896447046
1190.31647659512,145.144750936422
452.747216238175,771.381002998911
140.772741549183,1401.66269679554
284.423260313459,137.552543248516
1451.54228322394,371.146942597814
1734.83258337528,841.56217627041
1497.21850965545,1281.65990661364
585.524512819946,1054.02698809281
1053.65321199363,1192.60554953897
326.95753149176,258.38003509026
802.831922479905,961.118397850078
782.58720822027,314.232297209557
636.728164402302,785.644129844382
362.472335207276,1051.6891777874
1282.85224114219,278.94963568775
1736.17017571582,1028.25375673547
1678.82621295517,1275.87617719732
920.203541894909,1256.03556925105
1498.6521325279,907.53969001025
609.858570042066,804.99007009808
69.236166364979,170.092030716129
565.594443618786,506.060540066566
241.667441610713,597.864694198128
602.983185841702,1426.42575322324
1355.32385895029,1374.12211767677
1338.42608938087,1125.17412885418
770.885791885201,1264.05250524776
1342.32978413347,129.83494694531
723.323221006896,451.502325431909
1250.20683334675,917.597924379632
554.054303667974,1363.83714815369
757.750365199056,721.598418692127
404.714976149611,276.24650279386
1154.13541912381,468.659469885752
265.941961666569,474.202288003173
1149.67260431405,847.376934675034
488.2829996855,1236.66677064216
1556.91200035997,989.496768818703
1414.6517805499,771.646504953504
1675.51706523122,327.481439625844
1398.8052777336,1001.99609261798
1283.55738102691,208.954348138534
1538.47362407763,362.645157993771
478.748623767402,577.85268083727
3.30380043620244,891.645166197326
728.035835748538,68.5173690794036
1322.65620259615,495.665687086992
934.306741143111,887.58200224489
1535.85172060458,75.5082213613205
670.235573445912,435.220883153379
1465.11501265038,505.365266001318
714.532007141039,1277.33288372727
672.940312065184,605.625595637597
780.338607279584,1112.34813826159
777.218887337949,328.048610697035
466.956874409225,967.840722846799
783.188552683685,594.725448288023
886.308620699681,602.165384962689
1528.61041459441,985.628379194532
921.344576598145,1391.45117504848
204.650356377941,404.096077549271
1338.89650374232,664.172360379249
287.923923898954,239.311580318492
712.096287558787,224.291692754254
324.057970195543,105.346790278796
782.271390376613,1359.73784725182
1328.670430467,466.460615336895
339.252363467589,357.405004310422
1698.02678286517,777.32942928141
42.718925439287,1335.78085302562
410.585777733009,332.541795928963
1056.00547174457,176.942407107912
418.674923392944,496.65259324573
914.594425818883,902.310412173159
1143.31276041735,1247.31110646436
984.396383828018,955.540045676753
70.3971264110878,886.260338095017
972.211479039863,726.190188897774
474.665171639062,955.798565133009
363.634077248164,1291.59650958935
212.81772428425,382.591626372188
29.1073856409639,1056.18388824491
659.797809754498,323.237685977016
1039.78822557628,452.347411071416
36.3546810108237,232.515109940898
305.464035736397,1085.80660837842
726.208045282401,1221.16550348466
457.508860686328,1136.39100238262
1558.12245666003,1097.95885798149
1363.56314139813,348.059736012015
657.981910245493,873.517027425114
1516.79389434075,350.355689687189
622.922516444232,940.403639432508
961.202125186101,1177.02140319161
1516.13161638053,1177.7521892474
1679.97208410362,462.434994067065
145.37412012089,499.658707296476
1268.87241285108,699.090028935112
1150.63368334854,55.47999573173
779.24064769689,750.905625902116
548.585433739703,53.1305749733001
213.189141170122,688.344621882308
571.252661432605,35.6063542440534
788.510774787515,456.54205469694
1676.84614835912,1058.48679047171
1451.11139747733,353.5849921396
695.681683543604,1387.96650916524
1137.73251108453,65.1484618093818
1547.77022432024,834.507544913795
318.569241574034,1223.61548830988
76.0539064970799,1410.22385656787
165.49651822634,246.460548897274
1608.93702257983,378.669675292913
1049.19626980321,447.58805174008
1686.08465288905,1071.05149257509
647.14742598962,638.941689748317
386.442699449603,1251.32379573584
1606.10939528188,1281.33183001354
776.46762797609,386.459523769096
730.983430732507,1025.18218800053
1393.02955330256,445.225371397566
8.36360016092658,1321.39137551514
505.919303504284,98.0842360155657
317.077936133835,880.76824518526
1359.33170762472,227.387912570033
